joylashuv;xonalar;maydon;qavat;bino_qavati;narx
Chilonzor;3;90;11;12;58000
Mirobod;4;152;2;8;380000
Chilonzor;2;52;4;5;41000
Chilonzor;2;42;3;4;30000
Yunusobod;3;80;1;5;59000
Yakkasaroy;7;225;7;8;190000
Yakkasaroy;2;90;3;4;90000
Mirzo Ulugbek;4;130;3;4;195000
Mirzo Ulugbek;3;66;2;5;63000
Yunusobod;5;145;3;5;250000
Yakkasaroy;1;30;4;4;28000
Shayhontohur;3;70;3;9;58000
Sergeli;1;44,9;9;9;19335
Yunusobod;4;82;1;4;85500
Yunusobod;3;84;9;9;55000
Uchtepa;1;72,5;2;5;47000
Yashnobod;1;36;1;4;28500
Yashnobod;3;84;4;4;45000
Yashnobod;3;65;3;4;36000
Yashnobod;1;40;8;9;20500
Yashnobod;2;58;2;5;33500
Chilonzor;2;46;1;4;28000
Chilonzor;3;65;4;4;43500
Yashnobod;3;68;1;5;44000
Yashnobod;1;45;5;12;25800
Yunusobod;3;87,27;7;9;75000
Olmzor;3;78;5;5;45000
Yashnobod;4;50;1;4;35000
Mirzo Ulugbek;2;60;2;9;61000
Olmzor;1;45;4;4;26000
Yunusobod;2;60;9;9;55000
Yakkasaroy;3;93;5;8;95000
Mirzo Ulugbek;2;53;2;2;29000
Olmzor;2;54;1;4;35000
Chilonzor;2;50;3;4;34500
Yunusobod;2;62;9;9;38000
Mirobod;2;42;4;4;50000
Chilonzor;6;161;2;9;155000
Uchtepa;2;58;5;9;28200
Mirzo Ulugbek;1;21;1;4;21000
Mirzo Ulugbek;2;46;4;4;29000
Mirobod;2;45;3;9;59000
Yunusobod;4;82,96;3;5;53000
Yakkasaroy;2;75;5;8;115000
Chilonzor;3;72;3;9;46000
Mirobod;3;80;1;4;79900
Mirzo Ulugbek;3;85;3;4;87000
Mirzo Ulugbek;4;119;2;7;190000
Chilonzor;2;58;9;9;47000
Uchtepa;3;73;6;9;37000
Uchtepa;2;58;3;9;33000
Uchtepa;2;60;8;9;35000
Uchtepa;4;85;3;5;63000
Mirzo Ulugbek;2;50;2;4;35500
Mirzo Ulugbek;3;100;4;8;76000
Mirzo Ulugbek;3;70;4;5;44000
Chilonzor;2;64;2;4;38000
Olmzor;3;72;2;4;41500
Mirobod;1;32;4;4;29900
Mirzo Ulugbek;4;145;2;5;160000
Mirobod;4;92;5;5;60000
Yashnobod;2;62;9;9;35000
Yunusobod;4;92;2;5;68000
Mirobod;2;60;5;9;52000
Yakkasaroy;3;94;8;8;96000
Sergeli;2;62;4;4;28000
Mirzo Ulugbek;3;100;6;6;84500
Yunusobod;4;90;2;4;48500
Chilonzor;4;110;2;9;63000
Yunusobod;4;111;4;9;139500
Mirobod;3;80;1;2;32000
Mirobod;3;65;1;4;64000
Mirzo Ulugbek;3;70;1;1;33000
Yashnobod;3;65;1;2;30000
Mirzo Ulugbek;2;60;2;5;34700
Mirzo Ulugbek;2;37;2;9;17700
Yakkasaroy;4;90;5;5;45000
Mirzo Ulugbek;2;47;4;4;27500
Yashnobod;3;70;1;5;42000
Yashnobod;3;93;3;4;57000
Yashnobod;2;66;5;5;33500
Chilonzor;2;42;1;4;32000
Mirobod;4;147;3;12;132000
Yunusobod;3;68;3;4;35000
Mirobod;2;32;1;5;17500
Mirzo Ulugbek;1;18;2;4;14000
Mirzo Ulugbek;2;70;2;4;42900
Yashnobod;1;20;2;4;12498
Mirzo Ulugbek;1;17;2;4;17000
Yashnobod;1;14;1;1;10600
Mirzo Ulugbek;1;20;2;4;14000
Yakkasaroy;3;80;12;16;47500
Yunusobod;2;40;1;3;26000
Yashnobod;1;18;3;4;12300
Yashnobod;1;18;3;4;12500
Chilonzor;2;51;3;4;35999
Mirzo Ulugbek;3;75;4;5;56001
Mirzo Ulugbek;5;110;2;5;85000
Mirobod;3;100;7;8;75000
Yunusobod;2;45;1;4;34800
Uchtepa;3;71;4;5;48600
Chilonzor;2;54;1;4;34000
Chilonzor;2;54;1;4;34000
Shayhontohur;4;96;9;12;65000
Yangihayot;3;56;5;7;42000
Uchtepa;1;43;3;4;27000
Yunusobod;4;100;4;5;70000
Uchtepa;4;77,32;2;5;55000
Olmzor;3;67,53;5;5;33000
Mirzo Ulugbek;4;113;5;8;67500
Mirzo Ulugbek;2;60;1;4;39000
Mirzo Ulugbek;2;60;6;9;34000
Uchtepa;2;42;4;5;28500
Mirzo Ulugbek;2;58;4;4;33000
Mirzo Ulugbek;2;46;5;5;25000
Yakkasaroy;2;45;5;9;23000
Yakkasaroy;2;52;1;4;41000
Shayhontohur;3;91;4;9;120000
Shayhontohur;2;54;11;12;34000
Shayhontohur;2;48;3;5;41500
Yunusobod;3;43,31;1;4;45000
Shayhontohur;2;54;1;4;41500
Shayhontohur;1;24;1;4;29000
Chilonzor;4;130;2;5;107000
Yakkasaroy;1;33;4;5;31000
Yakkasaroy;1;33;4;5;31000
Uchtepa;4;100;8;9;58000
Chilonzor;4;84;4;5;56000
Mirzo Ulugbek;4;116;1;7;155000
Mirzo Ulugbek;2;50;4;4;33000
Mirzo Ulugbek;2;60;5;5;36000
Chilonzor;1;40;4;9;34000
Mirzo Ulugbek;2;56;3;5;32000
Mirzo Ulugbek;2;62,5;5;5;36500
Mirzo Ulugbek;2;42;2;5;33500
Chilonzor;4;173;6;9;135000
Chilonzor;2;46,23;2;4;37000
Chilonzor;5;188;2;8;160000
Chilonzor;2;58;6;9;46000
Chilonzor;3;75;9;9;55000
Uchtepa;2;45;5;5;31000
Uchtepa;3;78;4;4;52000
Uchtepa;2;57;4;5;39000
Uchtepa;2;54;4;5;37000
Uchtepa;4;75;5;5;45000
Uchtepa;4;92;1;4;57000
Chilonzor;3;64;4;4;49500
Chilonzor;3;69;2;4;55500
Chilonzor;4;75;2;4;51500
Chilonzor;4;80;5;5;55000
Uchtepa;4;95;5;9;55000
Uchtepa;3;75;6;9;43999
Mirobod;3;90;5;12;96000
Mirzo Ulugbek;4;100;9;9;105000
Uchtepa;3;72;7;9;43000
Mirzo Ulugbek;5;140;3;8;98000
Uchtepa;2;50;3;5;38500
Yunusobod;3;103;4;4;160000
Uchtepa;3;78;5;5;38000
Olmzor;2;56;1;4;40000
Uchtepa;2;48;5;5;25500
Olmzor;3;72;1;4;56000
Mirobod;3;70;2;4;66000
Mirzo Ulugbek;4;76;2;4;79999
Chilonzor;1;42;6;9;22000
Mirobod;5;117;1;9;136000
Yunusobod;3;77;2;5;51000
Sergeli;2;62;4;4;28000
Yakkasaroy;3;80;2;3;45000
Olmzor;3;72;5;7;47000
Mirobod;4;100;3;4;105000
Mirzo Ulugbek;2;67;3;4;42200
Mirzo Ulugbek;2;62;5;5;36000
Yakkasaroy;4;150;7;7;112000
Mirzo Ulugbek;2;60;5;5;34000
Mirobod;3;66;4;4;67000
Shayhontohur;5;97,53;5;5;50000
Mirzo Ulugbek;3;95;5;5;50000
Mirzo Ulugbek;3;75;3;4;67000
Uchtepa;4;90;5;5;42500
Mirzo Ulugbek;4;92;3;5;62000
Mirzo Ulugbek;2;48;1;4;50000
Mirzo Ulugbek;4;86;9;9;38499
Mirzo Ulugbek;2;40;3;4;45500
Mirzo Ulugbek;5;100;4;4;46000
Mirzo Ulugbek;2;40;3;5;45500
Mirzo Ulugbek;2;53;2;4;45500
Yunusobod;2;50;4;4;46500
Yunusobod;1;40;3;4;47000
Mirzo Ulugbek;2;64;4;5;35500
Mirzo Ulugbek;2;43;5;5;47500
Yashnobod;2;70;2;4;37000
Mirzo Ulugbek;3;94;2;5;67000
Yunusobod;2;47;4;4;44000
Mirzo Ulugbek;5;100;4;4;48000
Mirzo Ulugbek;2;60;3;4;43500
Mirzo Ulugbek;4;78;1;4;51500
Mirzo Ulugbek;2;55,47;4;4;38000
Mirzo Ulugbek;2;60;4;9;55000
Yunusobod;2;54;2;3;35000
Sergeli;4;100;3;9;45000
Yunusobod;4;214;4;7;100000
Mirobod;4;160;4;9;180000
Shayhontohur;3;72;1;5;57700
Mirzo Ulugbek;2;57;1;2;29500
Shayhontohur;2;60;8;9;38000
Yashnobod;4;141;2;8;87500
Yunusobod;2;50;4;4;33500
Mirzo Ulugbek;2;63;4;5;36000
Shayhontohur;2;84;3;4;69999
Yashnobod;2;58,5;3;6;23400
Chilonzor;1;38;4;4;23000
Yashnobod;1;38;4;4;26000
Mirobod;4;121;2;10;140000
Mirobod;1;30;1;2;23000
Mirobod;2;112;9;9;94000
Yunusobod;3;78;2;5;49000
Yashnobod;1;36;1;4;25000
Yakkasaroy;2;78;6;7;85000
Mirobod;4;100;7;9;105000
Mirobod;1;50;9;16;52000
Olmzor;2;75;1;9;38000
Uchtepa;3;73;4;9;48000
Yakkasaroy;4;86;2;4;68000
Yunusobod;2;50;2;4;41000
Mirzo Ulugbek;2;60;8;8;38000
Mirobod;2;100;9;9;15000
Yashnobod;2;53;7;9;44000
Chilonzor;3;72;6;9;63000
Uchtepa;1;40;1;5;25500
Sergeli;4;100;1;9;90000
Uchtepa;1;38;4;4;25500
Uchtepa;3;80;1;9;50000
Uchtepa;5;150;6;9;108000
Uchtepa;2;56;5;5;37000
Uchtepa;2;55;4;4;31500
Uchtepa;4;80;2;4;58000
Uchtepa;3;65;4;4;39500
Yakkasaroy;4;200;1;8;128000
Yunusobod;3;70;3;9;64000
Mirobod;2;68;4;9;55000
Chilonzor;5;108;2;4;54000
Mirobod;3;110;1;2;110000
Chilonzor;3;70;4;9;50000
Yunusobod;2;60;8;13;42000
Chilonzor;2;65;9;9;31500
Yashnobod;3;75;6;9;86000
Yunusobod;4;96;1;9;75000
Yunusobod;3;67;4;4;40000
Yakkasaroy;2;83;4;8;77000
Olmzor;2;58;6;8;42000
Chilonzor;1;37;3;4;26000
Mirobod;5;112;6;9;90000
Mirobod;3;85;3;9;82999
Chilonzor;3;98;2;7;71000
Chilonzor;2;63;8;9;50000
Chilonzor;2;47;2;4;33000
Chilonzor;1;39;4;4;23000
Chilonzor;2;60;5;9;50000
Mirzo Ulugbek;1;22;2;3;15000
Uchtepa;4;100;5;5;44000
Mirobod;3;78;2;4;76000
Uchtepa;1;40;2;5;30500
Uchtepa;3;67;1;4;45000
Mirobod;3;70;4;4;58500
Uchtepa;4;91;4;4;52500
Uchtepa;3;76;3;4;51000
Uchtepa;3;63;4;4;35500
Uchtepa;3;70;1;4;63000
Uchtepa;2;70;4;5;40000
Mirobod;4;208;7;8;208000
Uchtepa;3;65;3;4;51000
Mirobod;3;110;4;6;295000
Yashnobod;4;86;3;4;78000
Mirobod;3;115;8;9;87000
Mirzo Ulugbek;3;100;2;6;110000
Yunusobod;2;50;2;3;35500
Chilonzor;2;58;6;9;45500
Olmzor;3;91;2;7;37000
Mirobod;3;182;4;7;250000
Chilonzor;3;93;7;9;50562
Mirzo Ulugbek;3;80;5;5;39000
Mirzo Ulugbek;2;50;1;4;30000
Mirzo Ulugbek;2;40;1;3;26000
Mirzo Ulugbek;2;60;2;4;36000
Mirzo Ulugbek;2;45;1;4;36000
Yunusobod;3;74;5;5;40500
Mirzo Ulugbek;2;40;5;5;31500
Yashnobod;3;80;6;9;80000
Uchtepa;1;34;4;4;22000
Chilonzor;2;67;1;6;46000
Chilonzor;4;115;5;6;89000
Chilonzor;3;111;5;6;85000
Chilonzor;2;48;4;4;35000
Mirzo Ulugbek;3;78;5;5;39000
Chilonzor;3;68;4;4;45000
Yakkasaroy;3;75;6;9;80000
Mirzo Ulugbek;2;44;3;4;31000
Yunusobod;3;90;4;4;55000
Mirzo Ulugbek;2;60;6;9;34000
Mirzo Ulugbek;2;43;1;4;30500
Uchtepa;2;45;4;5;28500
Yunusobod;3;70;3;9;41000
Mirzo Ulugbek;3;72;5;5;45000
Chilonzor;3;70;3;4;52000
Chilonzor;3;68;2;4;53000
Chilonzor;2;42;4;4;31000
Chilonzor;1;30;3;4;28500
Mirzo Ulugbek;3;95;5;5;50000
Yunusobod;1;28;3;5;25000
Yunusobod;2;52;3;4;33000
Mirzo Ulugbek;2;43;4;4;28500
Yunusobod;4;100;8;9;53000
Mirzo Ulugbek;2;50;5;5;35000
Yunusobod;2;50;4;4;32000
Yunusobod;2;58;3;9;34000
Mirzo Ulugbek;2;55;5;5;35000
Yunusobod;3;78;4;5;43000
Yunusobod;2;50;4;4;33500
Yunusobod;4;85;3;4;57000
Yunusobod;3;78;5;5;43000
Mirzo Ulugbek;2;50;2;4;35500
Yunusobod;3;76;4;4;41000
Yunusobod;4;100;7;9;53000
Yunusobod;4;86;3;5;55000
Yakkasaroy;3;85;3;4;90000
Yunusobod;2;54;2;3;29000
Yunusobod;2;57;2;2;24000
Mirzo Ulugbek;4;93;3;4;56700
Yunusobod;5;110;3;9;68000
Mirobod;2;45;2;9;37000
Yakkasaroy;2;54;5;5;35500
Shayhontohur;2;60;3;4;42000
Yunusobod;3;78;6;9;45000
Yakkasaroy;3;85;3;4;85000
Yunusobod;4;100;4;9;60000
Yunusobod;3;78;3;5;59500
Mirzo Ulugbek;4;78;1;5;49994
Yunusobod;1;38;3;4;48499
Yunusobod;2;60;9;9;50000
Mirzo Ulugbek;2;50;3;4;51500
Yunusobod;2;62;9;9;52000
Mirzo Ulugbek;2;61;9;9;56500
Mirzo Ulugbek;1;45;5;18;57000
Mirzo Ulugbek;3;77;4;4;65500
Yunusobod;3;68;3;4;68000
Mirzo Ulugbek;3;73;4;4;68000
Yunusobod;2;60;1;9;70500
Yunusobod;4;83;2;4;71000
Yunusobod;4;87;3;4;72500
Yunusobod;3;80;2;4;72500
Mirzo Ulugbek;3;70;1;4;72500
Yunusobod;4;90;2;4;78000
Yunusobod;4;88;4;4;78000
Mirzo Ulugbek;3;73;4;4;78000
Yunusobod;4;82;3;4;81000
Mirzo Ulugbek;2;42;2;4;81000
Mirzo Ulugbek;3;100;6;6;84000
Mirzo Ulugbek;4;110;3;9;88000
Mirzo Ulugbek;3;80;3;4;111000
Yunusobod;4;80;3;4;94000
Mirzo Ulugbek;3;90;5;5;50000
Yashnobod;3;75;8;9;40000
Mirzo Ulugbek;3;70;5;5;46500
Mirobod;3;65;4;4;38500
Mirzo Ulugbek;5;100;4;4;48000
Chilonzor;2;53;1;4;41500
Yunusobod;3;80;4;4;62000
Chilonzor;2;63;5;9;39500
Chilonzor;2;56;5;12;38500
Yashnobod;2;70;2;4;37000
Chilonzor;2;45;2;4;35000
Yunusobod;3;70;4;4;46200
Yunusobod;4;92;5;5;41500
Shayhontohur;3;80;2;8;86000
Olmzor;2;52;1;5;35000
Mirobod;4;100;2;4;110000
Yashnobod;2;97;6;8;155000
Chilonzor;1;29;3;4;30000
Mirobod;2;115;7;8;160000
Mirzo Ulugbek;4;120;5;5;100000
Mirzo Ulugbek;2;60;3;4;102000
Mirobod;4;112;4;9;87000
Shayhontohur;3;96;4;7;110000
Mirzo Ulugbek;2;56;1;2;35000
Yunusobod;1;33;2;4;24300
Chilonzor;1;29;3;4;30000
Uchtepa;2;60;1;9;28000
Chilonzor;2;45;2;4;37000
Mirobod;1;42;7;9;45000
Mirobod;2;65;4;9;80000
Chilonzor;4;80;5;5;52000
Mirobod;3;65;3;4;65000
Chilonzor;3;96;2;9;65000
Yashnobod;7;360;5;6;300000
Yashnobod;2;60;4;5;70000
Yunusobod;1;50;7;9;37500
Mirzo Ulugbek;5;200;1;5;195000
Mirobod;2;61;6;9;52000
Uchtepa;3;74;6;9;43200
Chilonzor;3;96;2;4;85000
Chilonzor;3;90;10;12;63000
Chilonzor;2;52;1;4;41000
Chilonzor;5;140;4;9;120000
Chilonzor;2;52;1;4;40000
Chilonzor;3;97;1;4;130000
Mirobod;4;180;4;7;210000
Chilonzor;2;45;4;4;37500
Mirobod;3;80;2;4;80000
Chilonzor;3;56;4;4;44500
Mirobod;1;40;3;4;59500
Chilonzor;2;50;2;4;42500
Olmzor;2;70;5;7;43000
Chilonzor;1;29;1;4;26500
Chilonzor;3;62;2;4;47000
Mirobod;3;75;7;9;65000
Yashnobod;2;87;4;6;39150
Chilonzor;2;64;4;4;42200
Chilonzor;3;67;4;4;46000
Mirobod;4;119;6;9;84500
Chilonzor;3;75;7;9;69000
Yashnobod;3;84;6;6;33600
Chilonzor;3;97;1;4;130000
Mirobod;4;180;4;7;210000
Chilonzor;2;45;4;4;37500
Mirobod;3;80;2;4;80000
Chilonzor;3;56;4;4;44500
Mirobod;1;40;3;4;59500
Chilonzor;2;50;2;4;42500
Olmzor;2;70;5;7;43000
Chilonzor;1;29;1;4;26500
Chilonzor;3;62;2;4;47000
Mirobod;3;75;7;9;65000
Yashnobod;2;87;4;6;39150
Chilonzor;2;64;4;4;42200
Chilonzor;3;67;4;4;46000
Mirobod;4;119;6;9;84500
Chilonzor;3;75;7;9;69000
Yashnobod;3;84;6;6;33600
Olmzor;5;96;4;4;51000
Yunusobod;2;60;7;9;63000
Chilonzor;3;111;5;6;80000
Olmzor;3;102;2;7;74970
Shayhontohur;3;75;12;12;36000
Chilonzor;3;110;4;5;100000
Chilonzor;2;68;4;6;68000
Uchtepa;4;107;1;2;60000
Uchtepa;4;100;9;9;50000
Sergeli;3;78;1;5;49200
Uchtepa;4;98;5;9;60700
Yunusobod;2;43;1;2;24000
Uchtepa;3;92;6;9;60000
Mirzo Ulugbek;3;86;9;9;44000
Chilonzor;3;60;4;5;47000
Mirzo Ulugbek;4;132;4;5;87000
Mirzo Ulugbek;2;48;4;4;29500
Chilonzor;3;90;5;9;52000
Chilonzor;3;68;8;9;37500
Uchtepa;2;48;2;4;40000
Yashnobod;2;64;7;9;57000
Chilonzor;3;92;5;9;98000
Yakkasaroy;4;90;3;4;89999
Uchtepa;4;88;5;5;45000
Mirzo Ulugbek;3;83;6;16;83000
Mirzo Ulugbek;1;38;3;4;22000
Chilonzor;3;68;2;4;44000
Uchtepa;4;95;2;9;70000
Olmzor;3;70;1;7;79000
Yunusobod;3;68;2;4;55000
Chilonzor;2;50;2;4;38500
Uchtepa;4;100;3;12;55000
Uchtepa;4;95;2;5;62000
Mirzo Ulugbek;2;60;3;5;35000
Mirzo Ulugbek;3;70;2;4;60000
Yashnobod;2;48;2;3;31000
Yunusobod;3;110;3;7;110000
Mirzo Ulugbek;3;78;3;4;120000
Mirzo Ulugbek;3;100;2;4;130000
Mirzo Ulugbek;4;96;4;4;83000
Mirzo Ulugbek;3;72;2;4;65000
Mirzo Ulugbek;3;90;2;9;58000
Mirobod;3;200;1;7;320000
Yunusobod;3;95;2;4;62000
Mirobod;4;170;8;9;95000
Mirzo Ulugbek;2;78;3;4;75000
Yakkasaroy;3;100;5;5;100000
Mirobod;5;120;8;12;90000
Mirobod;5;200;8;9;125000
Mirobod;4;90;7;9;96000
Mirobod;4;125;9;9;105000
Mirobod;3;75;9;9;79000
Yashnobod;3;140;3;4;130000
Mirobod;2;100;8;9;145000
Yakkasaroy;4;80;12;16;55000
Yunusobod;3;68;4;4;70000
Mirzo Ulugbek;3;152;5;8;285000
Uchtepa;3;94;5;9;85000
Yunusobod;3;74;4;4;48000
Yakkasaroy;2;55;4;5;47000
Mirobod;4;90;2;4;105000
Yakkasaroy;3;85;9;16;61000
Mirobod;3;80;8;10;75000
Mirobod;2;79;1;2;60000
Yakkasaroy;3;70;1;4;75000
Mirobod;3;120;10;10;118000
Shayhontohur;3;69;1;9;45000
Yashnobod;5;120;7;9;88000
Chilonzor;2;46;1;4;45000
Uchtepa;2;55;4;4;35000
Olmzor;2;60;3;4;36000
Olmzor;2;60;9;9;32900
Mirzo Ulugbek;4;120;2;6;120000
Shayhontohur;3;96;4;8;105000
Chilonzor;4;100;2;9;63000
Yunusobod;1;35;3;4;18500
Chilonzor;4;105;4;9;70000
Yashnobod;1;18;2;4;11000
Chilonzor;4;94;3;9;66000
Uchtepa;2;55;4;4;35000
Mirzo Ulugbek;3;75;8;9;41500
Mirzo Ulugbek;2;64;1;4;65000
Yakkasaroy;3;100;3;7;128000
Mirobod;3;105;7;8;95000
Sergeli;3;77;1;5;85000
Shayhontohur;2;80;2;7;45000
Mirzo Ulugbek;2;54;3;5;46500
Mirzo Ulugbek;3;72;9;9;34500
Mirzo Ulugbek;2;52;2;7;42000
Mirzo Ulugbek;2;53;5;5;37000
Mirzo Ulugbek;2;50;3;9;46500
Yakkasaroy;1;30;1;4;31500
Mirzo Ulugbek;3;75;4;4;68000
Mirzo Ulugbek;2;65;4;4;60000
Mirzo Ulugbek;2;47;1;2;41000
Yashnobod;3;70;4;4;42500
Mirzo Ulugbek;2;51;2;4;45000
Mirzo Ulugbek;2;51;2;4;47000
Shayhontohur;4;100;5;9;71000
Yakkasaroy;1;43,5;2;7;28700
Yakkasaroy;2;60;2;5;47000
Yunusobod;4;82;4;5;55000
Mirzo Ulugbek;2;45;4;4;27500
Mirzo Ulugbek;2;54;4;4;30000
Yashnobod;2;58;4;5;36000
Mirzo Ulugbek;2;47;3;5;36500
Mirzo Ulugbek;2;60;2;4;37500
Mirzo Ulugbek;2;65;3;4;42000
Mirobod;3;85;5;9;74000
Mirzo Ulugbek;3;74;5;5;50000
Sergeli;1;50;9;9;22907
Chilonzor;2;48;1;4;37000
Mirzo Ulugbek;3;68;2;4;57000
Mirzo Ulugbek;3;84;7;8;75000
Mirzo Ulugbek;4;92;4;4;130000
Mirobod;2;51;5;5;50000
Yakkasaroy;1;35;2;3;34500
Mirzo Ulugbek;3;83;5;5;83000
Chilonzor;1;36;2;5;26500
Chilonzor;1;42;2;9;25000
Chilonzor;2;50;4;5;34500
Chilonzor;1;35;4;4;24500
Chilonzor;2;50;1;4;35000
Yunusobod;4;90;2;4;48500
Yunusobod;4;106;1;6;106000
Yunusobod;3;78;7;9;38000
Olmzor;5;200;1;9;102000
Chilonzor;2;50;1;4;31500
Chilonzor;1;45;2;5;29500
Uchtepa;3;68;2;5;49500
Chilonzor;2;48;1;4;34500
Shayhontohur;3;80;2;8;68000
Mirzo Ulugbek;3;68;9;9;31000
Chilonzor;3;67,68;3;4;47000
Mirobod;2;75;2;10;103000
Yakkasaroy;1;38;3;5;36000
Yunusobod;3;68;4;4;44000
Yunusobod;2;60;2;9;45000
Mirobod;3;70;2;3;75000
Yunusobod;3;73;2;9;62000
Mirobod;2;65;4;4;60000
Yakkasaroy;1;39;2;5;26700
Yunusobod;5;140;5;9;102000
Mirzo Ulugbek;2;60;3;4;52000
Mirobod;2;62;5;9;53500
Mirobod;3;75;6;9;80000
Mirobod;4;110;6;9;85000
Olmzor;3;80;6;9;49000
Uchtepa;3;60;3;5;38000
Mirobod;3;160;6;8;219000
Shayhontohur;3;70;3;9;55000
Mirzo Ulugbek;4;200;2;7;500000
Yunusobod;2;62;4;9;55000
Uchtepa;3;70;4;5;40000
Yunusobod;2;55;2;5;32500
Yakkasaroy;3;90;5;8;85000
Mirzo Ulugbek;3;136;2;8;130000
Yunusobod;3;72;4;4;65000
Yakkasaroy;3;75;7;9;63000
Chilonzor;2;54;1;4;32500
Chilonzor;2;55;2;4;33500
Mirzo Ulugbek;2;45;4;4;29000
Chilonzor;2;54;4;4;33000
Mirzo Ulugbek;2;38;5;5;27500
Shayhontohur;3;108;7;7;90000
Mirzo Ulugbek;2;60;6;9;38500
Mirzo Ulugbek;2;65;5;5;37000
Mirzo Ulugbek;5;150;3;7;150000
Mirobod;1;30;4;4;48000
Yunusobod;4;85;2;4;80000
Yunusobod;2;50;4;4;44000
Yunusobod;3;84;8;9;41000
Yunusobod;2;62;1;5;41000
Mirzo Ulugbek;2;60;5;5;32000
Mirzo Ulugbek;2;60;8;9;45000
Mirzo Ulugbek;2;60;8;9;31501
Mirzo Ulugbek;2;60;8;9;39500
Mirzo Ulugbek;3;90;6;9;42000
Yashnobod;1;30;3;3;24000
Mirzo Ulugbek;1;23;3;3;22500
Yashnobod;4;114;1;9;40000
Mirzo Ulugbek;2;40;2;2;25000
Mirobod;2;54;4;4;41500
Mirzo Ulugbek;3;75;2;4;60000
Mirzo Ulugbek;3;78;4;4;62000
Mirobod;4;120;1;4;135000
Chilonzor;2;40;2;4;36500
Mirobod;3;65;5;9;74000
Yunusobod;2;60;2;4;41500
Mirobod;2;65;2;6;89000
Mirobod;2;60;5;16;69000
Yakkasaroy;3;125;4;8;150000
Mirobod;4;200;2;4;125000
Mirobod;4;160;4;9;195000
Mirobod;4;160;4;9;160000
Uchtepa;2;47;3;4;30000
Mirobod;3;70;2;4;67000
Yakkasaroy;3;80;7;16;42000
Mirobod;3;88;5;5;49000
Yunusobod;4;116;7;9;73000
Mirzo Ulugbek;3;93;2;9;88000
Mirzo Ulugbek;3;70;4;5;46500
Yunusobod;2;50;1;4;35000
Mirzo Ulugbek;4;77;3;4;43998
Mirzo Ulugbek;2;55;5;5;31500
Uchtepa;2;49;4;9;37000
Yunusobod;2;60;2;9;44500
Chilonzor;2;64;4;4;47000
Mirzo Ulugbek;2;43;5;5;47500
Yunusobod;2;56;3;4;35000
Olmzor;2;72;4;5;55000
Yunusobod;4;100;1;4;75000
Sergeli;1;40;9;9;17200
Mirobod;3;115;7;10;115000
Shayhontohur;3;110;7;8;120000
Mirobod;3;85;3;9;85000
Yakkasaroy;1;30;4;4;23500
Mirobod;1;52;9;9;52000
Mirzo Ulugbek;2;60;8;9;37000
Yashnobod;1;30;3;4;23500
Chilonzor;1;32;2;4;25000
Chilonzor;2;50;2;4;34500
Chilonzor;2;60;5;9;36000
Chilonzor;1;40;1;5;25500
Chilonzor;2;60;5;9;39000
Chilonzor;2;50;3;5;34500
Chilonzor;2;56;2;4;36500
Chilonzor;1;42;4;9;25000
Chilonzor;1;45;2;5;29500
Chilonzor;2;60;3;5;36500
Chilonzor;2;46;4;4;29500
Mirobod;2;70;7;8;65000
Mirzo Ulugbek;2;63;3;4;41000
Mirobod;2;60;6;9;49000
Mirzo Ulugbek;2;70;4;4;36500
Mirobod;2;88;2;12;70000
Mirzo Ulugbek;2;47;1;5;50000
Mirobod;3;75;7;9;115000
Mirzo Ulugbek;2;60;6;9;33000
Olmzor;4;86;2;4;46000
Yashnobod;2;54;2;2;22000
Yashnobod;4;95;3;5;43000
Chilonzor;3;58,9;3;4;55000
Mirobod;5;115;6;9;90000
Yashnobod;3;77;2;5;85000
Shayhontohur;3;76;6;9;55000
Sergeli;4;96;5;5;38500
Uchtepa;4;90;3;5;62000
Yakkasaroy;2;48;5;9;23000
Yakkasaroy;1;39;2;5;26700
Yunusobod;2;51;4;4;38000
Shayhontohur;2;58;2;4;49000
Mirzo Ulugbek;5;110;5;5;51000
Uchtepa;2;58;2;4;31500
Mirzo Ulugbek;3;78;3;5;52000
Mirobod;2;65;3;9;53000
Uchtepa;2;58;7;9;36500
Mirzo Ulugbek;4;100;4;5;60000
Mirzo Ulugbek;3;60;3;4;37700
Uchtepa;2;63;4;4;37000
Mirobod;3;75;6;10;115000
Mirobod;4;200;5;8;270000
Mirobod;2;60;2;4;62000
Mirobod;4;100;4;4;90000
Mirobod;3;120;4;4;99000
Sergeli;5;120;5;9;56000
Mirobod;2;88;2;12;70000
Mirzo Ulugbek;3;60;3;3;37700
Yashnobod;6;270;2;4;270000
Yunusobod;3;73;5;9;58000
Yunusobod;5;118;2;5;66000
Olmzor;4;140;5;5;110000
Mirobod;4;180;3;7;267000
Sergeli;3;110;9;10;53089
Yunusobod;2;60;2;4;60000
Shayhontohur;1;40;5;5;23000
Mirzo Ulugbek;3;80;1;4;107000
Yunusobod;3;137;3;8;200000
Shayhontohur;4;95;2;5;75000
Yunusobod;4;100;3;5;78000
Yunusobod;2;53;1;4;39700
Yashnobod;2;50;4;4;32000
Yashnobod;2;57;5;5;32000
Mirzo Ulugbek;2;50;1;4;31500
Mirzo Ulugbek;3;60;3;4;37500
Mirzo Ulugbek;2;43;4;4;31500
Mirzo Ulugbek;2;52;1;4;31500
Mirzo Ulugbek;2;48;2;4;31500
